product_id,product_name,grna_map,description,source_filename,source_doi
303,very long-chain fatty alcohols (VLCFOHs),N/A,"Produced by heterologous expression of FAR enzymes (AmFAR1 or Maqu_2220) in engineered S. cerevisiae, achieving yields up to 7.84 mg/g CDW with chain lengths up to C22.",10.1002_bit.26220.pdf,10.1002/bit.26220
309,betulin,N/A,"Lupane-type triterpenoid precursor to betulinic acid, accumulated as main product in engineered S. cerevisiae fermentations.",10.1002_bit.26377.pdf,10.1002/bit.26377
310,betulinic aldehyde,N/A,"Intermediate in the betulinic acid pathway, produced by engineered S. cerevisiae.",10.1002_bit.26377.pdf,10.1002/bit.26377
317,ganoderic acid HLDOA (GA-HLDOA),N/A,"An antitumor triterpenoid from Ganoderma lucidum, produced in engineered Saccharomyces cerevisiae via metabolic engineering and optimization of CYP5150L8 and iGLCPR expression.",10.1002_bit.27154.pdf,10.1002/bit.27154
321,2-methyl-1-butanol,N/A,"Branched-chain higher alcohol (fusel alcohol) produced by S. cerevisiae during high-sugar fermentation, affecting wine sensory properties at concentrations of 29.3–43.0 mg/L",10.1038_nbt.1789.pdf,10.1038/nbt.1789
323,morolic acid,N/A,"Plant-derived triterpenoid with pharmacological properties such as cytotoxicity, anti-HIV, anti-HSV, anti-inflammatory, and antidiabetic effects. Produced in engineered Saccharomyces cerevisiae by co-expressing BfOSC2 (germanicol synthase) from Bauhinia forficata and CYP716A49 (triterpene C-28 oxidase) from Beta vulgaris.",10.1002_bit.27357.pdf,10.1002/bit.27357
324,tyrosol,N/A,"Tyrosol is a phenethyl alcohol derivative with antioxidant and anti-inflammatory effects, used as a pharmaceutical intermediate and precursor for drugs against cardiovascular disease, cancer, and viruses. Engineered Saccharomyces cerevisiae strain GFT-4 produced 126.74 ± 6.70 mg/g DCW at 48 h, representing a 440-fold improvement over the control strain.",10.1111_1751-7915.13667.pdf,10.1111/1751-7915.13667
325,salidroside,CRISPR/Cas9 system used for gene deletions and integrations,Engineered Saccharomyces cerevisiae expressing UDP-glycosyltransferase produced 1575.45 ± 19.35 mg/L in shake flasks and 26.55 ± 0.43 g/L in 5L bioreactors via glycosylation of tyrosol.,10.1111_1751-7915.13667.pdf,10.1111/1751-7915.13667
328,"1,2,4-butanetriol trinitrate (BTTN)",N/A,"Nitrate ester explosive derived from 1,2,4-butanetriol, used in double-base propellants with low-temperature explosion, shock stability, and safety features.",10.1002_bit.27560.pdf,10.1002/bit.27560
329,xylonate,N/A,"Intermediate in BT biosynthetic pathway from xylose, accumulated as major byproduct during fermentation in engineered Saccharomyces cerevisiae.",10.1002_bit.27560.pdf,10.1002/bit.27560
332,taxadien-5α-ol (T5αol),N/A,"Desired product of taxadien-5α-hydroxylase (CYP725A4) oxidation, second intermediate in paclitaxel pathway.",10.1002_bit.27569.pdf,10.1002/bit.27569
333,taxadien-5α-yl-acetate (T5αAc),N/A,"Third paclitaxel intermediate, produced by acetylation of T5αol catalyzed by taxadien-5α-ol O-acetyltransferase (TAT).",10.1002_bit.27569.pdf,10.1002/bit.27569
334,iso-OCT,N/A,"Side-product of CYP725A4 oxidation, a monooxygenated taxane by-product.",10.1002_bit.27569.pdf,10.1002/bit.27569
335,OCT,N/A,"Side-product of CYP725A4 oxidation, a monooxygenated taxane by-product.",10.1002_bit.27569.pdf,10.1002/bit.27569
336,geranylgeraniol (GGOH),N/A,Diterpenoid alcohol formed via degradation of geranylgeranyl diphosphate (GGPP) by endogenous phosphatases in engineered strains.,10.1007_s00253-010-2571-x.pdf,10.1007/s00253-010-2571-x
338,taxadiendiol,N/A,Dioxygenated taxane side-product from CYP725A4 activity.,10.1002_bit.27569.pdf,10.1002/bit.27569
342,trans-resveratrol,N/A,"Polyphenolic stilbene compound extracted from grapes and metabolized during fermentation, showing strain-dependent concentrations of 0.48–1.42 mg/L",10.1016_j.ymben.2009.07.004.pdf,10.1016/j.ymben.2009.07.004
343,ergosterol,N/A,"A sterol produced by engineered Saccharomyces cerevisiae strains as part of the mevalonate pathway. The metabolic engineering strategy significantly increased ergosterol content, with the triple over-expression strain reaching 69.6 mg/g dry weight. Ergosterol is the dominant terpenoid in yeast and a key structural component of fungal cell membranes, serving as an indicator of enhanced carbon flux through the sterol biosynthetic pathway.",10.1016_S0141-0229(03)00132-7.pdf,10.1016/S0141-0229(03)00132-7
344,cellulosic ethanol,N/A,Produced using Saccharomyces cerevisiae from lignocellulosic hydrolysates of Norway spruce and sugarcane bagasse. Treatment with sodium borohydride improved ethanol yield and productivity.,10.1186_s13068-015-0344-6.pdf,10.1186/s13068-015-0344-6
346,cellulose nanocrystals (CNC),N/A,"Nanocrystals produced by extending enzymatic hydrolysis to 144 hours with temperature reduction from 50°C to 35°C, showing crystallinity index of 83%, length of 260 nm, diameter of 15 nm, and aspect ratio of 15.",10.1002_btpr.2486.pdf,10.1002/btpr.2486
350,Ethyl butyrate,N/A,"Ester compound produced by engineered Saccharomyces cerevisiae overexpressing various Eat1 homologs through in vivo alcoholysis activity. The process combines supplemented butyl butyrate with endogenously produced ethanol to generate ethyl butyrate, with Wan-Eat1 showing the highest production of 0.21 mM.",10.1021_acs.jafc.7b01974.pdf,10.1021/acs.jafc.7b01974
351,Ethyl caprylate,N/A,Volatile compound (ethyl ester) produced during fermentation. Levels not influenced by quinoxyfen addition.,10.1002_elsc.200800059.pdf,10.1002/elsc.200800059
352,Isoamyl acetate,N/A,"Ester with banana flavor. Significantly higher in mixed fermentations, particularly with WB-06 and Belgian Wheat strains.",10.1021_acs.jafc.7b01974.pdf,10.1021/acs.jafc.7b01974
353,2-Phenylethyl acetate,N/A,"Fruity and floral aromatic ester produced by Saccharomyces cerevisiae and Pichia kluyveri during green coffee bean fermentation. Enhances fruity attributes in roasted coffee, with higher production in P. kluyveri-fermented beans.",10.1016_j.foodres.2020.109588.pdf,10.1016/j.foodres.2020.109588
354,2-Methyl-propan-1-ol,N/A,Fusel alcohol (higher alcohol) produced during fermentation. Biosynthesis seemed activated at moderate quinoxyfen amounts.,10.1002_elsc.200800059.pdf,10.1002/elsc.200800059
361,Hexanoic acid,N/A,Key organic acid contributing to liquor flavor. Present in fermentation products from both solid-state and submerged processes.,10.1038_ncomms14650.pdf,10.1038/ncomms14650
362,Octanoic acid,N/A,Short-chain fatty acid (C8-FA) produced by engineered Saccharomyces cerevisiae via mutations in fatty acid synthase (FAS) domains. Achieved extracellular concentration of 245.0 mg/L under optimized conditions.,10.1038_ncomms14650.pdf,10.1038/ncomms14650
371,D-lactic acid (D-LA),N/A,High-optical-purity D-lactic acid produced by engineered Saccharomyces cerevisiae through systematic optimization of D-lactate dehydrogenase (D-LDH) expression.,10.1016_j.bej.2018.09.013.pdf,10.1016/j.bej.2018.09.013
375,Holocellulosic ethanol,N/A,"Ethanol produced from holocellulosic materials, including terrestrial and aquatic biomass (e.g., algae, seaweed like Kappaphycus alvarezii). Aims to increase clean energy supply and recycle residues.",10.1002_jobm.201400589.pdf,10.1002/jobm.201400589
385,Single-cell protein (SCP),N/A,"High-protein yeast biomass produced as byproduct during ethanol fermentation, serving as high-quality nutrient additive for feed purposes.",10.1002_yea.1811.pdf,10.1002/yea.1811
388,(+)-limonene,N/A,The (+)-enantiomer of limonene produced by expressing a (+)-limonene synthase from Citrus limon in Saccharomyces cerevisiae. Recovered via headspace trapping and dodecane overlay methods.,10.1002_yea.3038.pdf,10.1002/yea.3038
389,(-)-limonene,N/A,The (-)-enantiomer of limonene produced by expressing a (-)-limonene synthase from Perilla frutescens in Saccharomyces cerevisiae. Recovered via headspace trapping and dodecane overlay methods.,10.1002_yea.3038.pdf,10.1002/yea.3038
400,n-propanol,N/A,"A higher alcohol flavor compound produced by engineered Saccharomyces cerevisiae strains with deletions in amino acid metabolism genes. Production levels vary depending on which gene is deleted, affecting Baijiu (Chinese liquor) fermentation characteristics.",10.1155_2020_6802512.pdf,https://doi.org/10.1155/2020/6802512
417,Arabitol,N/A,"Produced by the engineered PB2 hybrid yeast in batch culture under aerobic conditions, reaching a concentration of 70 g/l. It is a polyhydroxy alcohol that accumulates as a compatible solute in response to high osmotic pressure.",10.1007_s00253-002-1025-5.pdf,10.1007/s00253-002-1025-5
438,reduced glutathione,N/A,"An antioxidant, immunity enhancer, and detoxifier used in medicine, food additives, and cosmetics. Produced via high-cell-density fed-batch fermentation using engineered Saccharomyces cerevisiae.",10.1007_s00253-007-1272-6.pdf,10.1007/s00253-007-1272-6
441,D-ribose,N/A,A five-carbon sugar (pentose) produced from D-glucose via the pentose phosphate pathway intermediates in engineered Saccharomyces cerevisiae strains. NMR analysis showed about 60% of the produced D-ribose was derived from D-glucose.,10.1007_s00253-009-2184-4.pdf,10.1007/s00253-009-2184-4
442,ribitol,N/A,"A sugar alcohol (pentitol) produced from D-glucose via the pentose phosphate pathway in engineered Saccharomyces cerevisiae strains. Co-produced with D-ribose, with yields up to 1 g l−1 in specific strains.",10.1007_s00253-009-2184-4.pdf,10.1007/s00253-009-2184-4
445,farnesol (FOH),N/A,An acyclic sesquiterpene alcohol accumulated in yeast cells deficient in squalene synthase activity. Also produced by recombinant S. cerevisiae overexpressing mevalonate pathway genes.,10.1016_j.jbiosc.2009.02.012.pdf,10.1016/j.jbiosc.2009.02.012
446,squalene (SQ),N/A,An intermediate in sterol biosynthesis that accumulates intracellularly due to overexpression of HMG1. Produced alongside GGOH in the engineered diploid yeast strain.,10.1007_s00253-010-2571-x.pdf,10.1007/s00253-010-2571-x
462,"2,3-butanediol (2,3-BDO)",N/A,"A bio-based bulk chemical produced by engineered Saccharomyces cerevisiae strain YPH499/dPdAdG/BDN6-10/FLO1 in a continuous airlift bioreactor. The strain consumed over 90 g/L of glucose and stably produced more than 30 g/L of 2,3-BDO over 380 hours with a maximum productivity of 7.64 g/L/h.",10.1016_j.jbiotec.2020.01.014.pdf,10.1016/j.jbiotec.2020.01.014
466,cellodextrin,N/A,Accumulated as a byproduct due to transglycosylation activity of β-glucosidase during cellobiose fermentation.,10.1007_s00253-014-5683-x.pdf,10.1007/s00253-014-5683-x
468,L-arabonate,N/A,Produced from L-arabinose by engineered Saccharomyces cerevisiae expressing L-arabinose/D-galactose 1-dehydrogenase (Rl AraDH) from Rhizobium leguminosarum bv. trifolii and galactose permease Gal2. Yield: 18 g/L at a rate of 248 mg/L/h with 86% conversion efficiency.,10.1007_s00253-014-6039-2.pdf,10.1007/s00253-014-6039-2
469,D-galactonate,N/A,Produced as a byproduct by engineered Saccharomyces cerevisiae expressing Rl AraDH when grown on D-galactose. Yield: 1.0 g/L.,10.1007_s00253-014-6039-2.pdf,10.1007/s00253-014-6039-2
470,"L-1,2,4-butanetriol",N/A,Mentioned as a downstream product for which L-arabonate serves as a precursor. Used as an intermediate for manufacturing propellants and cholesterol-lowering drugs.,10.1016_j.ymben.2019.08.012.pdf,https://doi.org/10.1016/j.ymben.2019.08.012
473,lipids,N/A,"Microbially produced lipids from engineered Saccharomyces cerevisiae, used for biofuels and other industrial applications.",10.1021_acssynbio.8b00360.pdf,10.1021/acssynbio.8b00360
476,3-methyl-1-butanol,N/A,"Major higher alcohol (isoamyl alcohol) produced during fermentation, with significant strain-dependent variation in concentration (163.7–232.7 mg/L) in high-alcohol wines",10.1038_nbt.1789.pdf,10.1038/nbt.1789
477,6-kestose,N/A,"A potential prebiotic fructooligosaccharide (FOS) with β-(2→6) linkages, produced by engineered yeast cultures expressing the Ffase-Leu196 variant. Represents ~70% of total FOS synthesized, reaching ~116 g/L after 4 hours.",10.1007_s00253-014-6312-4.pdf,10.1007/s00253-014-6312-4
478,fructooligosaccharides (FOS),N/A,"Short-chains of fructosyl units with prebiotic properties, specifically 6-kestose representing more than 95% of total FOS produced by the engineered yeast system.",10.1021_bp010164z.pdf,10.1021/bp010164z
479,L-carnitine,N/A,"A vitamin-like molecule with GRAS status, essential for shuttling activated acyl residues across intracellular membranes in eukaryotes. Engineered Saccharomyces cerevisiae strains were able to synthesize L-carnitine from trimethyllysine (TML) by reconstructing the four-step carnitine biosynthesis pathway from Neurospora crassa.",10.1007_s00253-015-6561-x.pdf,10.1007/s00253-015-6561-x
483,echinenone,N/A,An intermediate ketocarotenoid produced when H. pluvialis β-carotene ketolase (BKT) is expressed in S. cerevisiae.,10.1007_s00253-015-6791-y.pdf,10.1007/s00253-015-6791-y
485,D-xylonate,N/A,"D-xylonate is a platform chemical produced by engineered Saccharomyces cerevisiae (yeast) expressing D-xylose dehydrogenase. It can be used as a complexing agent, chelator, concrete dispersant, and precursor for co-polyamides, hydrogels, and 1,2,4-butanetriol. It has potential as a substitute for D-gluconate in pharmaceuticals, food products, solvents, adhesives, dyes, paints, and polishes. Production yields up to 50 g/L from D-xylose.",10.1186_1471-2164-15-763.pdf,http://www.biomedcentral.com/1471-2164/15/763
495,Durian wine,N/A,"Alcoholic beverage produced by fermenting durian pulp with Saccharomyces cerevisiae yeast, with ethanol and aroma compounds generated during fermentation.",10.1007_s00253-016-8043-1.pdf,10.1007/s00253-016-8043-1
497,Isobutyl alcohol,N/A,"Higher alcohol produced during fermentation, with higher levels at pH 3.1 (up to 64.52 mg/L) imparting ethereal flavor notes to wine.",10.1007_s00253-016-8043-1.pdf,10.1007/s00253-016-8043-1
498,Isoamyl alcohol,N/A,"A higher alcohol flavor compound produced by engineered Saccharomyces cerevisiae strains with deletions in amino acid metabolism genes. Production increases with CAN1 or GAT1 deletion and decreases with BAT2 deletion, influencing Baijiu taste and aroma.",10.1007_s00253-016-8043-1.pdf,10.1007/s00253-016-8043-1
502,Ethyl octanoate,N/A,Significant ester odorant with high odor activity value (>100) in Chinese light-fragrant liquor. Production varies by yeast genotype and fermentation method.,10.1111_jam.13377.pdf,10.1111/jam.13377
508,Sucrose,N/A,Purified from sweet sorghum juice using ultrafiltration and nanofiltration (NTR-7450 membrane) to obtain a sucrose-rich fraction (143.2 g L−1 sucrose) for sugar refining.,10.1007_s00253-017-8316-3.pdf,10.1007/s00253-017-8316-3
510,glycolic acid,N/A,Produced via engineered glyoxylate cycle in Saccharomyces cerevisiae and Kluyveromyces lactis using glyoxylate reductase (GLYR1) expression and deletion of malate synthase/isocitrate dehydrogenase genes. Highest titer: 15 g/L in K. lactis bioreactor cultivation.,10.1186_1475-2859-12-82.pdf,http://www.microbialcellfactories.com/content/12/1/82
511,2-keto-3-deoxyxylonic acid (2K3DXA),N/A,Intermediate in the Dahms pathway produced from D-xylonic acid by heterologous D-xylonate dehydratase XylD from Caulobacter crescentus in engineered Saccharomyces cerevisiae.,10.1007_s00253-017-8547-3.pdf,10.1007/s00253-017-8547-3
513,3-deoxypentonic acid (3DPA),N/A,By-product formed by reduction of 2-keto-3-deoxyxylonic acid by endogenous yeast reductases in engineered Saccharomyces cerevisiae expressing the oxidative D-xylose pathway.,10.1007_s00253-017-8547-3.pdf,10.1007/s00253-017-8547-3
514,"3,4-dihydroxybutyric acid",N/A,By-product formed from 2-keto-3-deoxyxylonic acid via carboxylation and oxidation in engineered Saccharomyces cerevisiae expressing the oxidative D-xylose pathway.,10.1007_s00253-017-8547-3.pdf,10.1007/s00253-017-8547-3
